id,temple_code,temple_name,temple_type,sect,registration_type,established_date,has_visung,visung_date,status_date,subdistrict,district,province,postal_code,phone,fax,email,website,village,house_no,moo,soi,road,note,province_id,district_id,subdistrict_id,order_no,created_at,updated_at
8670,4361004001,ตาล,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-10,ได้รับ,1906-10-22,//,บ้านแก้ง,ภูเขียว,ชัยภูมิ,36110,,,,,หนองดินดำ,19,18,,,,,,,,,
8671,2120605002,ตาล,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-10,ได้รับ,2423-10-27,,บางตะไนย์,ปากเกร็ด,นนทบุรี,11120,,,,,,,1,,,,,,,,,
8672,2670401004,ตาล,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-30,ได้รับ,1906-07-30,,หล่มเก่า,หล่มเก่า,เพชรบูรณ์,67120,,,,,,,3,,,,,,,,,
8673,2760505001,ตาลกง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-18,ได้รับ,2542-02-23,,มาบปลาเค้า,ท่ายาง,เพชรบุรี,76130,,,,,,,5,,,,,,,,,
8674,4411709012,ตาลก่อง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-27,ได้รับ,2553-03-02,,เมืองพาน,บ้านผือ,อุดรธานี,41160,,,,,,,5,,,,,,,,,
8675,4480503001,ตาลกุด,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-12,ได้รับ,1906-08-16,,โพนแพง,ธาตุพนม,นครพนม,48110,,,,,,,3,,,,,,,,,
8676,2150106001,ตาลเจ็ดช่อ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-24,ได้รับ,2489-08-02,,ตลาดกรวด,เมืองอ่างทอง,อ่างทอง,14000,,,,,,,1,,,,,,,,,
8677,5770804005,ตาลเจ็ดยอด,วัดราษฎร์,มหานิกาย,ตั้งวัด,2531-12-30,ได้รับ,2537-11-29,,ศาลาลัย,สามร้อยยอด,ประจวบคีรีขันธ์,77180,,,,,,,4,,,,,,,,,
8678,4481001006,ตาลชุม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-26,ได้รับ,1906-12-17,,โพนสวรรค์,โพนสวรรค์,นครพนม,48190,,,,,,,8,,,,,,,,,
8679,3550605001,ตาลชุม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-29,ได้รับ,2533-09-25,,ตาลชุม,ท่าวังผา,น่าน,55140,,,,,,,3,,,,,,,,,
8680,3550704001,ตาลชุม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-01,ได้รับ,1906-10-05,,ตาลชุม,เวียงสา,น่าน,55110,,,,,,,12,,,,,,,,,
8681,4411902003,ตาลชุม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-19,ได้รับ,1906-10-26,,บ้านธาตุ,เพ็ญ,อุดรธานี,41150,,,,,,,9,,,วัดตาล ขอแก้ไขที่ตั้งวัด จากเดิม หมู่ที่ 2 ตำบลบ้านแก้ง อำเภอภูเขียว แก้ไขเป็น  เลขที่ 19 บ้านหนองดินดำ หมู่ที่ 18 ตำบลบ้านแก้ง อำเภอภูเขียว (พส.02/102 ลงวันที่ 21/01/2568),,,,,,
8682,2200207005,ตาลดำผดุงราษฎร์,วัดราษฎร์,มหานิกาย,ตั้งวัด,2519-06-30,ได้รับ,2532-06-02,,หนองอิรุณ,บ้านบึง,ชลบุรี,20220,,,,,,,8,,,,,,,,,
8683,4400601005,ตาลเดี่ยว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-18,ไม่ได้รับ,-,,สีชมพู,สีชมพู,ขอนแก่น,40220,,,,,,,8,,,,,,,,,
8684,4360123001,ตาลเดี่ยว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-28,ได้รับ,2513-07-16,//,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,36000,,,,,,,3,,,,,,,,,
8685,4360110002,ตาลเดี่ยว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-15,ได้รับ,2529-03-04,,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,36000,,,,,,,11,,,,,,,,,
8686,4430909005,ตาลเดี่ยว,วัดราษฎร์,มหานิกาย,ตั้งวัด,2537-06-23,ไม่ได้รับ,-,,ท่าสะอาด,เซกา,บึงกาฬ,38180,,,,,,,4,,,,,,,,,
8687,4450906006,ตาลเดี่ยว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-27,ไม่ได้รับ,-,,หนองขุ่นใหญ่,หนองพอก,ร้อยเอ็ด,45210,,,,,,,3,,,,,,,,,
8688,4421106003,ตาลเดี่ยว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-01,ได้รับ,2533-02-01,,แก่งศรีภูมิ,ภูหลวง,เลย,42230,,,,,,,4,,,,,,,,,
8689,2190203010,ตาลเดี่ยว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-28,ได้รับ,2513-06-16,,ตาลเดี่ยว,แก่งคอย,สระบุรี,18110,,,,,,,2,,,,,,,,,
8690,4451008003,ตาลตะนาวศรี,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-27,ไม่ได้รับ,-,,ขวาว,เสลภูมิ,ร้อยเอ็ด,45120,,,,,,,3,,,,,,,,,
8691,2700605004,ตาลเตี้ย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-13,ได้รับ,1906-11-05,,ดอนใหญ่,บางแพ,ราชบุรี,70160,,,,,,,3,,,,,,,,,
8692,3640108001,ตาลเตี้ย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-09-30,ได้รับ,1905-10-30,,ตาลเตี้ย,เมืองสุโขทัย,สุโขทัย,64220,,,,,,,2,,,,,,,,,
8693,3560703001,ตาลถ้อย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-25,ได้รับ,1906-10-26,,แม่สุก,แม่ใจ,พะเยา,56130,,,,,,,3,,,,,,,,,
8694,4360110004,ตาลนาแซง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-19,ได้รับ,2523-10-10,,หนองนาแซง,เมืองชัยภูมิ,ชัยภูมิ,36000,,,,,,,2,,,,,,,,,
8695,4471208005,ตาลนิมิตร,วัดราษฎร์,ธรรมยุต,ตั้งวัด,1906-10-06,ได้รับ,2504-02-09,,โคกสี,สว่างแดนดิน,สกลนคร,47110,,,,,,,12,,,,,,,,,
8696,2700410002,ตาลบำรุงกิจ (ตาล),วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-13,ได้รับ,1906-10-04,,สี่หมื่น,ดำเนินสะดวก,ราชบุรี,70130,,,,,,,1,,,,,,,,,
8697,2700511002,ตาลปากลัด,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-11,ได้รับ,1906-07-27,,คุ้งพยอม,บ้านโป่ง,ราชบุรี,70110,,,,,,,11,,,,,,,,,
8698,3650505005,ตาลโพลง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2522-05-11,ได้รับ,2548-04-11,,ท่าตาล,บางกระทุ่ม,พิษณุโลก,65110,,,,,,,4,,,,,,,,,
8699,4451003003,ตาลมวนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-16,ได้รับ,1906-08-25,,เมืองไพร,เสลภูมิ,ร้อยเอ็ด,45120,,,,,,,10,,,,,,,,,
8700,4400107001,ตาลเรียง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-07,ได้รับ,2560-12-22,,พระลับ,เมืองขอนแก่น,ขอนแก่น,40000,,,,,,,14,,,,,,,,,
8701,2700407001,ตาลเรียง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-31,ได้รับ,2525-03-10,,บัวงาม,ดำเนินสะดวก,ราชบุรี,70210,,,,,,,6,,,,,,,,,
8702,4440403006,ตาลเรือง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-24,ไม่ได้รับ,-,,มะค่า,กันทรวิชัย,มหาสารคาม,44150,,,,,,,9,,,,,,,,,
8703,4440304001,ตาลเรือง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-08,ได้รับ,1906-07-18,//,เขวาไร่,โกสุมพิสัย,มหาสารคาม,44140,,,,,โคกกลาง,,10,,,,,,,,,
8704,2200113001,ตาลล้อม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-03,ได้รับ,2518-12-30,,เหมือง,เมืองชลบุรี,ชลบุรี,20130,,,,,,,1,,,,,,,,,
8705,4370501003,ตาลเลียน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-09,ได้รับ,1906-11-06,,เสนางคนิคม,เสนางคนิคม,อำนาจเจริญ,37290,,,,,,,2,,,,,,,,,
8706,4410618006,ตาลเลียน,วัดราษฎร์,มหานิกาย,ตั้งวัด,2555-01-13,ไม่ได้รับ,-,,หนองสระปลา,หนองหาน,อุดรธานี,41320,,,,,,,2,,,,,,,,,
8707,4320501003,ตาลวก,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2540-04-10,ได้รับ,2569-01-05,//,กังแอน,ปราสาท,สุรินทร์,32140,,,,,,,16,,,,,,,,,
8708,4321403003,ตาลวก,วัดราษฎร์,มหานิกาย,ตั้งวัด,2543-07-07,ได้รับ,2549-10-16,,จีกแดก,พนมดงรัก,สุรินทร์,32140,,,,,,,5,,,,,,,,,
8709,4451011001,ตาลวนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-28,ได้รับ,1906-08-16,,เกาะแก้ว,เสลภูมิ,ร้อยเอ็ด,45120,,,,,,,6,,,,,,,,,
8710,4451008006,ตาลวนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-13,ได้รับ,1906-11-17,,ขวาว,เสลภูมิ,ร้อยเอ็ด,45120,,,,,,,6,,,,,,,,,
8711,4470406003,ตาลสุม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-16,ไม่ได้รับ,-,,ช้างมิ่ง,พรรณานิคม,สกลนคร,47130,,,,,,,3,,,,,,,,,
8712,3650108010,ตาลสุวรรณ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-15,ไม่ได้รับ,-,,ดอนทอง,เมืองพิษณุโลก,พิษณุโลก,65000,,,,,,,4,,,,,,,,,
8713,2190909003,ตาลเสี้ยน,วัดราษฎร์,มหานิกาย,ตั้งวัด,2436-02-15,ได้รับ,2533-08-01,//,หนองแก,พระพุทธบาท,สระบุรี,18120,,,,,,,11,,,,,,,,,
8714,4300107002,ตาลโหรน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-17,ได้รับ,2538-01-13,,ปรุใหญ่,เมืองนครราชสีมา,นครราชสีมา,30000,,,,,,,2,,,,,,,,,
8715,4480901006,ตาลใหญ่,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2532-03-20,ไม่ได้รับ,-,,นาหว้า,นาหว้า,นครพนม,48180,,,,,,,8,,,,,,,,,
8716,4440804003,ตาลอก(บ้านตาลอก),วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-06-30,ได้รับ,1906-12-03,,เม็กดำ,พยัคฆภูมิพิสัย,มหาสารคาม,44110,,,,,,,5,,,,,,,,,
8717,2140716001,ตาลเอน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-17,ได้รับ,1906-06-28,//,ตาลเอน,บางปะหัน,พระนครศรีอยุธยา,13220,,,,,ตาลเอน,,1,,,,,,,,,
8718,2140816001,ตาลานใต้,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-18,ได้รับ,1906-05-28,//,บ้านใหญ่,ผักไห่,พระนครศรีอยุธยา,13120,,,,,ตาลานใต้,,1,,,,,,,,,
8719,2140805001,ตาลานเหนือ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-18,ได้รับ,2513-07-16,,ตาลาน,ผักไห่,พระนครศรีอยุธยา,13120,,,,,,,4,,,,,,,,,
8720,2220324008,ตาเลียวนอก,วัดราษฎร์,มหานิกาย,ตั้งวัด,2551-08-18,ได้รับ,2563-07-13,//,เขาแก้ว,ท่าใหม่,จันทบุรี,22170,,,,,,,1,,,,,,,,,
8721,4320509002,ตาวรตาเมาะ,วัดราษฎร์,มหานิกาย,ตั้งวัด,2545-09-23,ไม่ได้รับ,-,,โคกสะอาด,ปราสาท,สุรินทร์,32140,,,,,,,4,,,,,,,,,
8722,3540304001,ต้าเวียง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-28,ได้รับ,2550-11-06,,เวียงต้า,ลอง,แพร่,54150,,,,,,,3,,,,,,,,,
8723,2600508001,ตาสังใต้,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-12,ได้รับ,1906-08-16,,ตาสัง,บรรพตพิสัย,นครสวรรค์,60180,,,,,,,3,,,,,,,,,
8724,4330502002,ตาสุด,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-20,ได้รับ,2551-01-17,,จะกง,ขุขันธ์,ศรีสะเกษ,33140,,,,,,,1,,,,,,,,,
8725,68133050001,ตาเสก,วัดราษฎร์,มหานิกาย,ตั้งวัด,2567-12-18,ไม่ได้รับ,-,//,ตะเคียน,ขุขันธ์,ศรีสะเกษ,33140,,,,,ตาเสก,,2,,,,,,,,,
8726,5800305003,ตาหมอ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-30,ได้รับ,2559-09-09,,ขุนทะเล,ลานสกา,นครศรีธรรมราช,80230,,,,,,,6,,,,,,,,,
8727,4431702007,ตาหมู,วัดราษฎร์,มหานิกาย,ยกวัดร้าง,2552-02-03,ได้รับ,2564-09-14,//,โพนทอง,โพธิ์ตาก,หนองคาย,43130,,,,,โพนทอง,,1,,,,,,,,,
8728,3571401001,ต้าหลวง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-03,ได้รับ,1906-10-13,,ต้า,ขุนตาล,เชียงราย,57340,,,,,,,1,,,,,,,,,
8729,4270403001,ตาหลังใน,วัดราษฎร์,มหานิกาย,ตั้งวัด,2536-03-08,ได้รับ,2537-08-16,,ตาหลังใน,วังน้ำเย็น,สระแก้ว,27210,,,,,,,1,,,,,,,,,
8730,4310205002,ตาหล่ำ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-17,ไม่ได้รับ,-,,หินเหล็กไฟ,คูเมือง,บุรีรัมย์,31190,,,,,,,9,,,,,,,,,
8731,4440203002,ตาหลุง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-21,ไม่ได้รับ,-,,มิตรภาพ,แกดำ,มหาสารคาม,44190,,,,,,,5,,,,,,,,,
8732,3571401005,ต้าหัวฝาย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-14,ได้รับ,1906-11-19,,ต้า,ขุนตาล,เชียงราย,57340,,,,,,,3,,,,,,,,,
8733,4330405012,ตาเหมา,วัดราษฎร์,มหานิกาย,ตั้งวัด,2548-12-30,ได้รับ,2560-05-29,,สังเม็ก,กันทรลักษ์,ศรีสะเกษ,33110,,,,,,,6,,,,,,,,,
8734,4331406001,ตาเหมา,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-18,ได้รับ,1906-11-29,,ศรีโนนงาม,ศรีรัตนะ,ศรีสะเกษ,33240,,,,,,,3,,,,,,,,,
8735,4311802003,ตาเหล็ง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-04,ได้รับ,2523-10-10,,หนองปล่อง,ชำนิ,บุรีรัมย์,31110,,,,,,,4,,,,,,,,,
8736,3540304003,ต้าเหล่า,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-02,ได้รับ,1906-10-25,,เวียงต้า,ลอง,แพร่,54150,,,,,,,2,,,,,,,,,
8737,4310801001,ตาอี,วัดราษฎร์,มหานิกาย,ตั้งวัด,2530-04-22,ได้รับ,2546-06-12,,บ้านกรวด,บ้านกรวด,บุรีรัมย์,31180,,,,,,,1,,,,,,,,,
8738,4330508001,ตาอุด,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-09,ได้รับ,1906-10-10,,ตาอุด,ขุขันธ์,ศรีสะเกษ,33140,,,,,,,1,,,,,,,,,
8739,4330809003,ตาเอก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-26,ได้รับ,2544-12-18,,กันทรอม,ขุนหาญ,ศรีสะเกษ,33150,,,,,,,5,,,,,,,,,
8740,4343303002,ตาโอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-11,ได้รับ,1906-11-28,,ขี้เหล็ก,น้ำขุ่น,อุบลราชธานี,34260,,,,,,,5,,,,,,,,,
8741,3560106009,ต๊ำกลาง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-05,ได้รับ,2549-03-31,,บ้านต๊ำ,เมืองพะเยา,พะเยา,56000,,,,,,,8,,,,,,,,,
8742,3560106003,ต๊ำดอนมูล,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-15,ได้รับ,1906-11-17,,บ้านต๊ำ,เมืองพะเยา,พะเยา,56000,,,,,,,2,,,,,,,,,
8743,3560116004,ต๊ำนกกก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-18,ได้รับ,1906-11-28,,ท่าจำปี,เมืองพะเยา,พะเยา,56000,,,,,,,1,,,,,,,,,
8744,5930110004,ตำนาน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-01-21,ได้รับ,1906-02-20,,ตำนาน,เมืองพัทลุง,พัทลุง,93000,,,,,,,8,,,,,,,,,
8745,3560106004,ต๊ำน้ำล้อม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-22,ได้รับ,1906-11-13,,บ้านต๊ำ,เมืองพะเยา,พะเยา,56000,,,,,,,5,,,,,,,,,
8746,3560106001,ต๊ำป่าลาน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-11-03,ได้รับ,1906-11-20,,บ้านต๊ำ,เมืองพะเยา,พะเยา,56000,,,,,,,3,,,,,,,,,
8747,4320104005,ตำปูง,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2544-05-22,ได้รับ,2548-05-20,,นาดี,เมืองสุรินทร์,สุรินทร์,32000,,,,,,,9,,,,,,,,,
8748,3560106002,ต๊ำพระแล,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-01,ได้รับ,1906-10-17,,บ้านต๊ำ,เมืองพะเยา,พะเยา,56000,,,,,,,7,,,,,,,,,
8749,3560106006,ต๊ำม่อน(ต๊ำบ่อน),วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-27,ได้รับ,1906-11-06,,บ้านต๊ำ,เมืองพะเยา,พะเยา,56000,,,,,,,6,,,,,,,,,
8750,4301308004,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-09,ไม่ได้รับ,-,,หนองค่าย,ประทาย,นครราชสีมา,30180,,,,,,,3,,,,,,,,,
8751,4301504002,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-24,ได้รับ,2558-05-27,,กระเบื้องใหญ่,พิมาย,นครราชสีมา,30110,,,,,,,3,,,,,,,,,
8752,4440405006,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,2442-03-04,ไม่ได้รับ,-,,นาสีนวน,กันทรวิชัย,มหาสารคาม,44150,,,,,,,2,,,,,,,,,
8753,4440710003,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-10,ไม่ได้รับ,-,,สันป่าตอง,นาเชือก,มหาสารคาม,44170,,,,,,,2,,,,,,,,,
8754,4440905002,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-21,ได้รับ,2561-03-02,,โพธิ์ชัย,วาปีปทุม,มหาสารคาม,44120,,,,,,,7,,,,,,,,,
8755,4332014001,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-02,ไม่ได้รับ,-,,หนองค้า,พยุห์,ศรีสะเกษ,33230,,,,,,,1,,,,,,,,,
8756,5900603001,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-02,ได้รับ,1906-07-22,//,เปียน,สะบ้าย้อย,สงขลา,90210,,,,,,,3,,,,,,,,,
8757,4341401006,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-02,ได้รับ,1906-10-05,,ม่วงสามสิบ,ม่วงสามสิบ,อุบลราชธานี,34140,,,,,,,6,,,,,,,,,
8758,4340123001,ตำแย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-22,ได้รับ,2533-03-23,,ไร่น้อย,เมืองอุบลราชธานี,อุบลราชธานี,34000,,,,,,,1,,,,,,,,,
8759,3500109006,ตำหนัก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-08-14,ได้รับ,1905-11-03,//,แม่เหียะ,เมืองเชียงใหม่,เชียงใหม่,50100,,,,,,,1,,,,,,,,,
8760,3501909001,ตำหนัก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-28,ไม่ได้รับ,-,,ดอนแก้ว,สารภี,เชียงใหม่,50140,,,,,,,2,,,,,,,,,
8761,2260110012,ตำหนัก,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2496-04-30,ได้รับ,1906-11-22,,สาริกา,เมืองนครนายก,นครนายก,26000,,,,,,,3,,,,,,,,,
8762,2130703005,ตำหนัก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-20,ได้รับ,2552-06-05,,สามโคก,สามโคก,ปทุมธานี,12160,,,,,,,1,,,,,,,,,
8763,2140210002,ตำหนัก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-18,ได้รับ,1906-05-08,//,ท่าเจ้าสนุก,ท่าเรือ,พระนครศรีอยุธยา,13130,,,,,ขวาง,,1,,,,,,,,,
8764,2120105001,ตำหนักใต้,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-24,ได้รับ,2491-02-13,,ท่าทราย,เมืองนนทบุรี,นนทบุรี,11000,,,,,,,4,,,,,,,,,
8765,67133080002,ตำหนักไทร,วัดราษฎร์,มหานิกาย,ตั้งวัด,2567-01-25,ไม่ได้รับ,-,//,บักดอง,ขุนหาญ,ศรีสะเกษ,33150,,,,,ตำหนักไทร,,7,,,,,,,,,
8766,3540801002,ตำหนักธรรม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-25,ได้รับ,1906-10-17,,แม่คำมี,หนองม่วงไข่,แพร่,54170,,,,,,,2,,,,,,,,,
8767,3500706001,ตำหนักธรรมนิมิตร,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-18,ได้รับ,2537-02-14,,ห้วยทราย,แม่ริม,เชียงใหม่,50180,,,,,,,1,,,,,,,,,
8768,2140210001,ตำหนักพระเจ้าทรงธรรม,วัดราษฎร์,ธรรมยุต,ตั้งวัด,1905-12-19,ได้รับ,2548-05-20,,ท่าเจ้าสนุก,ท่าเรือ,พระนครศรีอยุธยา,13130,,,,,,,1,,,,,,,,,
8769,2120605001,ตำหนักเหนือ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-18,ได้รับ,2514-01-30,,บางตะไนย์,ปากเกร็ด,นนทบุรี,11120,,,,,,,3,,,,,,,,,
8770,5820602002,ตำหนัง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-12,ได้รับ,2562-04-11,//,บางวัน,คุระบุรี,พังงา,82150,,,,,,,2,,,,,,,,,
8771,2760604003,ตำหรุ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-16,ไม่ได้รับ,-,,ตำหรุ,บ้านลาด,เพชรบุรี,76150,,,,,,,4,,,,,,,,,
8772,2110108001,ตำหรุ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-11,ได้รับ,2514-06-23,,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,10280,,,,,,,4,,,,,,,,,
8773,3560116002,ต๊ำเหล่า,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-07,ได้รับ,1906-10-17,,ท่าจำปี,เมืองพะเยา,พะเยา,56000,,,,,,,2,,,,,,,,,
8774,4440903001,ติกขมณีวรรณ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-12,ได้รับ,1906-09-30,,เสือโก้ก,วาปีปทุม,มหาสารคาม,44120,,,,,,,11,,,,,,,,,
8775,3500601002,ติยะสถาน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-17,ได้รับ,2555-09-25,,สันมหาพน,แม่แตง,เชียงใหม่,50150,,,,,,,2,,,,,,,,,
8776,2670114007,ติสสมหาวัน,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2555-01-10,ไม่ได้รับ,-,,น้ำร้อน,เมืองเพชรบูรณ์,เพชรบูรณ์,67000,,,,,,,9,,,,,,,,,
8777,2240308003,ตีตะเรด,วัดราษฎร์,มหานิกาย,ตั้งวัด,2543-03-14,ได้รับ,2544-12-18,,ดอนฉิมพลี,บางน้ำเปรี้ยว,ฉะเชิงเทรา,24170,,,,,,,2,,,,,,,,,
8778,3510606006,ตีนดอย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-27,ได้รับ,1906-08-19,,มะกอก,ป่าซาง,ลำพูน,51120,,,,,,,2,,,,,,,,,
8779,3530302001,ตีนดอย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-19,ได้รับ,2537-11-29,//,หาดล้า,ท่าปลา,อุตรดิตถ์,53150,,,,,,,2,,,,,,,,,
8780,5900101007,ตีนเมรุศรีสุดาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-08,ได้รับ,1906-05-18,//,บ่อยาง,เมืองสงขลา,สงขลา,90000,,,,,,,1,,,,,,,,,
8781,2670706003,ตีบใต้,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-11-29,ได้รับ,2557-08-22,,บ่อไทย,หนองไผ่,เพชรบูรณ์,67140,,,,,,,2,,,,,,,,,
8782,2180504004,ตึก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-17,ได้รับ,2558-09-29,,โพงาม,สรรคบุรี,ชัยนาท,17140,,,,,,,9,,,,,,,,,
8783,2120106004,ตึก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-12,ได้รับ,1906-08-16,,บางไผ่,เมืองนนทบุรี,นนทบุรี,11000,,,,,,,4,,,,,,,,,
8784,2140105008,ตึก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-02-17,ได้รับ,1906-02-26,,ท่าวาสุกรี,พระนครศรีอยุธยา,พระนครศรีอยุธยา,13000,,,,,,,1,,,,,,,,,
8785,2140802003,ตึกคชหิรัญศรัทธาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-02,ได้รับ,1906-09-15,,อมฤต,ผักไห่,พระนครศรีอยุธยา,13120,,,,,,,7,,,,,,,,,
8786,2740101001,ตึกมหาชยาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-18,ได้รับ,1906-07-27,,มหาชัย,เมืองสมุทรสาคร,สมุทรสาคร,74000,,,,,,,,,,,,,,,,
8787,2170104004,ตึกราชา,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-15,ได้รับ,2494-02-03,,ม่วงหมู่,เมืองสิงห์บุรี,สิงห์บุรี,16000,,,,,,,5,,,,,,,,,
8788,2600806003,ตุ๊กแก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-02,ได้รับ,1906-11-15,,ดอนคา,ท่าตะโก,นครสวรรค์,60160,,,,,,,9,,,,,,,,,
8789,2730302001,ตุ๊กตา,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-10-20,ได้รับ,1906-10-13,,บางกระเบา,นครชัยศรี,นครปฐม,73120,,,,,,,2,,,,,,,,,
