id,temple_code,temple_name,temple_type,sect,registration_type,established_date,has_visung,visung_date,status_date,subdistrict,district,province,postal_code,phone,fax,email,website,village,house_no,moo,soi,road,note,province_id,district_id,subdistrict_id,order_no,created_at,updated_at
1,4311901007,ก.ม.ศูนย์,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-12-07,ไม่ได้รับ,-,//,หนองแวง,บ้านใหม่ไชยพจน์,บุรีรัมย์,31120,,,,http://binfo.onab.go.th/Temple/Dashboard.aspx,บ้าน กม.ศูนย์,1,1,,,ปัจจุบันพระอธิการทองภู นาควโร เป็นเจ้าอาวาส,,,,,,
2,1102105008,กก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-18,ได้รับ,2542-09-20,//,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,10150,,,,,,,1,,,แก้ไขวันรับพระราชทานวิสุงคามสีมา จากเดิม 30/11/2320 เป็น 20/09/2542 (พส.1875 ลว. 24/07/66),,,,,,
3,67113010001,กก,วัดราษฎร์,มหานิกาย,ยกวัดร้าง,2566-10-27,ไม่ได้รับ,-,//,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี,12000,,,,,คลองบางตะองค์,,2,,,ขึ้นทะเบียนยกวัดร้างขึ้นเป็นวัดมีพระภิกษุอยู่จำพรรษา พส 02/133 ลว 23/01/2567,,,,,,
4,2600710001,กกกว้าว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-16,ได้รับ,2472-11-22,//,พรหมนิมิต,ตาคลี,นครสวรรค์,60210,,,,,,,8,,,,,,,,,
5,2601102004,กกกอก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-18,ไม่ได้รับ,-,,ห้วยน้ำหอม,ลาดยาว,นครสวรรค์,60150,,,,,,,4,,,,,,,,,
6,4490403005,กกกอก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-16,ไม่ได้รับ,-,,กกตูม,ดงหลวง,มุกดาหาร,49140,,,,,,,2,,,,,,,,,
7,4470103005,กกกอก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-27,ได้รับ,2554-12-16,,งิ้วด่อน,เมืองสกลนคร,สกลนคร,47000,,,,,,,12,,,,,,,,,
8,2670402004,กกกะทอน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-16,ไม่ได้รับ,-,,นาซำ,หล่มเก่า,เพชรบูรณ์,67120,,,,,,,4,,,,,,,,,
9,2670904002,กกกะบก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-13,ไม่ได้รับ,-,,โคกมน,น้ำหนาว,เพชรบูรณ์,67260,,,,,,,1,,,,,,,,,
10,4451204005,กกกุงวราราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2542-02-25,ไม่ได้รับ,-,,กกกุง,เมืองสรวง,ร้อยเอ็ด,45220,,,,,,,1,,,,,,,,,
11,2140415001,กกแก้วบูรพา,วัดราษฎร์,ธรรมยุต,ตั้งวัด,1906-09-08,ได้รับ,2569-01-05,//,กกแก้วบูรพา,บางไทร,พระนครศรีอยุธยา,13190,,,,,หนองกก,,2,,,"เดิมได้รับพระราชทานวิสุงคามสีมา เมิ่อวันที่ 	12/3/2508",,,,,,
12,2160103002,กกโก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-18,ได้รับ,1906-08-09,,กกโก,เมืองลพบุรี,ลพบุรี,15000,,,,,,,8,,,,,,,,,
13,4320706013,กกข่าวนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2555-11-28,ไม่ได้รับ,-,,หนองบัวบาน,รัตนบุรี,สุรินทร์,32130,,,,,,,9,,,,,,,,,
14,4420507011,กกจาน,วัดราษฎร์,มหานิกาย,ตั้งวัด,2560-06-12,ได้รับ,2566-08-22,//,กกสะทอน,ด่านซ้าย,เลย,42120,,,,,,,7,,,บันทึกข้อมูลพระราชทานวิสุงคามสีมา งวดที่ 1 ประจำปี 2566,,,,,,
15,2720303007,กกซาง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2547-11-22,ไม่ได้รับ,-,,ห้วยขมิ้น,ด่านช้าง,สุพรรณบุรี,72180,,,,,,,8,,,,,,,,,
16,4460506001,กกต้อง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-15,ไม่ได้รับ,-,,กุดหว้า,กุฉินารายณ์,กาฬสินธุ์,46110,,,,,,,11,,,,,,,,,
17,4460602001,กกต้อง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-31,ได้รับ,2530-09-15,,สงเปลือย,เขาวง,กาฬสินธุ์,46160,,,,,,,4,,,,,,,,,
18,4480101014,กกต้อง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2529-12-26,ได้รับ,2533-03-23,,ในเมือง,เมืองนครพนม,นครพนม,48000,,,,,,,8,,,,,,,,,
19,3530501006,กกต้อง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-10,ได้รับ,2541-03-25,,ฟากท่า,ฟากท่า,อุตรดิตถ์,53160,,,,,,,3,,,,,,,,,
20,2720303001,กกตาด,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-25,ได้รับ,2549-06-16,,ห้วยขมิ้น,ด่านช้าง,สุพรรณบุรี,72180,,,,,,,9,,,,,,,,,
21,2730315002,กกตาล,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-26,ได้รับ,1906-11-21,,สัมปทวน,นครชัยศรี,นครปฐม,73120,,,,,,,5,,,,,,,,,
22,4490403002,กกตูม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-08,ได้รับ,2530-11-02,,กกตูม,ดงหลวง,มุกดาหาร,49140,,,,,,,1,,,,,,,,,
23,2720303003,กกเต็น,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-11,ได้รับ,2550-09-20,,ห้วยขมิ้น,ด่านช้าง,สุพรรณบุรี,72180,,,,,,,8,,,,,,,,,
24,4420114002,กกทองใหญ่,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-17,ไม่ได้รับ,-,,กกทอง,เมืองเลย,เลย,42000,,,,,,,3,,,,,,,,,
25,2670111005,กกไทร,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-13,ได้รับ,2537-11-29,,นาป่า,เมืองเพชรบูรณ์,เพชรบูรณ์,67000,,,,,,,9,,,,,,,,,
26,4360102004,กกบก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-05,ไม่ได้รับ,-,,รอบเมือง,เมืองชัยภูมิ,ชัยภูมิ,36000,,,,,,,13,,,,,,,,,
27,4471804006,กกปลาซิว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-01,ไม่ได้รับ,-,,กกปลาซิว,ภูพาน,สกลนคร,47180,,,,,,,1,,,,,,,,,
28,2720402003,กกม่วง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-11,ได้รับ,2526-08-29,//,บางปลาม้า,บางปลาม้า,สุพรรณบุรี,72150,,,,,,,7,,,,,,,,,
29,2720910003,กกม่วง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-12,ได้รับ,2529-07-04,,บ้านโข้ง,อู่ทอง,สุพรรณบุรี,72160,,,,,,,7,,,,,,,,,
30,4420101008,กกม่วงชี,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-17,ไม่ได้รับ,-,,กุดป่อง,เมืองเลย,เลย,42000,,,,,,,,,,,,,,,,
31,3650811002,กกไม้แดง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2532-05-23,ได้รับ,2543-10-03,,ดินทอง,วังทอง,พิษณุโลก,65130,,,,,,,9,,,,,,,,,
32,3640408001,กกแรต,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-28,ได้รับ,2526-11-08,,กกแรต,กงไกรลาศ,สุโขทัย,64170,,,,,,,4,,,,,,,,,
33,4470101018,กกส้มโฮง,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2544-10-19,ไม่ได้รับ,-,,ธาตุเชิงชุม,เมืองสกลนคร,สกลนคร,47000,,,,,,,3,,,,,,,,,
34,4470117007,กกส้มโฮง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-25,ไม่ได้รับ,-,,เหล่าปอแดง,เมืองสกลนคร,สกลนคร,47000,,,,,,,4,,,,,,,,,
35,2240209001,กกสับ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-30,ได้รับ,1906-10-11,,ปากน้ำ,บางคล้า,ฉะเชิงเทรา,24110,,,,,,,4,,,,,,,,,
36,4480113004,กกไฮ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-16,ได้รับ,2556-08-08,,ดงขวาง,เมืองนครพนม,นครพนม,48000,,,,,,,10,,,,,,,,,
37,63267010002,กงกะยางวนาราม,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2563-10-26,ไม่ได้รับ,-,//,บ้านโคก,เมืองเพชรบูรณ์,เพชรบูรณ์,67000,,,,,กงกะยาง,,4,,,,,,,,,
38,3640401001,กงไกรลาศ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-22,ได้รับ,1906-10-16,,กง,กงไกรลาศ,สุโขทัย,64170,,,,,,,10,,,,,,,,,
39,2720102004,กงจักร,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-01-12,ได้รับ,2519-09-17,,รั้วใหญ่,เมืองสุพรรณบุรี,สุพรรณบุรี,72000,,,,,,,3,,,,,,,,,
40,5840206003,กงตาก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-03,ได้รับ,2529-04-23,,ช้างซ้าย,กาญจนดิษฐ์,สุราษฎร์ธานี,84160,,,,,,,4,,,,,,,,,
41,4331003001,กงพาน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-29,ได้รับ,2564-02-10,//,ก้านเหลือง,อุทุมพรพิสัย,ศรีสะเกษ,33120,,,,,,,5,,,,,,,,,
42,64130160001,กงรถ,วัดราษฎร์,มหานิกาย,วัดเก่าตกสำรวจ,1906-10-09,ไม่ได้รับ,-,//,กงรถ,ห้วยแถลง,นครราชสีมา,30240,,,,,กงรถ,,1,,,,,,,,,
43,2730407001,กงลาด,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-23,ได้รับ,2552-01-05,,ห้วยด้วน,ดอนตูม,นครปฐม,73150,,,,,,,5,,,,,,,,,
44,5930201002,กงหราใหม่,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-10,ไม่ได้รับ,-,,กงหรา,กงหรา,พัทลุง,93180,,,,,,,6,,,,,,,,,
45,68242130001,กตธรรมบรรพต,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2567-12-18,ไม่ได้รับ,-,//,ผาอินทร์แปลง,เอราวัณ,เลย,42220,,,,,เอราวัณ,,10,,,,,,,,,
46,4450907017,กตปุญโญอินทราราม,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2556-04-30,ได้รับ,2557-02-25,,รอบเมือง,หนองพอก,ร้อยเอ็ด,45210,,,,,,,19,,,,,,,,,
47,4310306002,กทลิวนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2515-01-24,ได้รับ,1906-11-20,,เมืองไผ่,กระสัง,บุรีรัมย์,31160,,,,,,,7,,,,,,,,,
48,69146170001,กทลีวนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2569-02-05,ไม่ได้รับ,-,//,นาจำปา,ดอนจาน,กาฬสินธุ์,46000,,,,,ดงเย็น,,4,,,,,,,,,
49,62190070001,กนกวรรณ2222,วัดราษฎร์,อนัมนิกาย,ตั้งวัด,2562-12-10,ไม่ได้รับ,-,2562-10-01,ระโนด,ระโนด,สงขลา,90140,,,,,ชุมชนหัวเค็ด,111111,,,,,,,,,,
50,4370108001,กนิษฐานนท์,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-12-08,ได้รับ,2535-09-03,,นาผือ,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,,,,,,,10,,,,,,,,,
51,4331605002,กบิลนิมิตร,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-09,ไม่ได้รับ,-,,ศรีสำราญ,วังหิน,ศรีสะเกษ,33270,,,,,,,6,,,,,,,,,
52,5950303001,กม. ๒๖ ใน,วัดราษฎร์,มหานิกาย,ตั้งวัด,2553-07-28,ได้รับ,2558-12-04,,ตาเนาะปูเต๊ะ,บันนังสตา,ยะลา,95130,,,,,,,2,,,,,,,,,
53,2220207005,กมลธรรมาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2550-04-20,ได้รับ,2561-03-02,,ซึ้ง,ขลุง,จันทบุรี,22110,,,,,,,2,,,,,,,,,
54,3510107005,กมลธัชชยาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-05,ได้รับ,1906-12-05,,ต้นธง,เมืองลำพูน,ลำพูน,51000,,,,,,,3,,,,,,,,,
55,5920503002,กมลศรี,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-06,ได้รับ,2524-01-15,,กะลาเส,สิเกา,ตรัง,92150,,,,,,,1,,,,,,,,,
56,4311303002,กมลาวาส,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-01,ได้รับ,1906-09-12,,บ้านดู่,นาโพธิ์,บุรีรัมย์,31230,,,,,,,6,,,,,,,,,
57,3640703001,กรงทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-03-14,ได้รับ,1905-03-19,,คลองกระจง,สวรรคโลก,สุโขทัย,64110,,,,,,,5,,,,,,,,,
58,2661201002,กรดงาม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2465-04-10,ได้รับ,2565-02-25,//,บ้านนา,วชิรบารมี,พิจิตร,66140,,,,,,,5,,,,,,,,,
59,3650107001,กรมธรรม์,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-04,ได้รับ,2526-07-08,,สมอแข,เมืองพิษณุโลก,พิษณุโลก,65000,,,,,,,3,,,,,,,,,
60,4301610001,กรรณิการาม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-18,ไม่ได้รับ,-,,ห้วยแคน,ห้วยแถลง,นครราชสีมา,30240,,,,,,,6,,,,,,,,,
61,5840203005,กรวด,วัดราษฎร์,มหานิกาย,ตั้งวัด,2542-06-22,ได้รับ,2557-02-25,,กะแดะ,กาญจนดิษฐ์,สุราษฎร์ธานี,84160,,,,,,,8,,,,,,,,,
62,2210109003,กรอกยายชา,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-21,ได้รับ,2531-11-22,,เนินพระ,เมืองระยอง,ระยอง,21000,,,,,,,4,,,,,,,,,
63,2241002002,กรอกสะแก,วัดราษฎร์,มหานิกาย,ตั้งวัด,2532-08-10,ไม่ได้รับ,-,,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,24160,,,,,,,1,,,,,,,,,
64,1101903003,กระจัง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-14,ได้รับ,1906-05-18,//,ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร,10170,,,,,,,14,,,,,,,,,
65,2600206002,กระจังงาม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-06,ไม่ได้รับ,-,,ศาลาแดง,โกรกพระ,นครสวรรค์,60170,,,,,,,4,,,,,,,,,
66,1101504005,กระจับพินิจ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-24,ได้รับ,2540-11-29,,บุคคโล,ธนบุรี,กรุงเทพมหานคร,10600,,,,,,,,,,,,,,,,
67,4350502002,กระจายนอก,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-03,ได้รับ,1906-10-13,,กระจาย,ป่าติ้ว,ยโสธร,35150,,,,,,,3,,,,,,,,,
68,4350502001,กระจายใน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-17,ได้รับ,2554-01-21,,กระจาย,ป่าติ้ว,ยโสธร,35150,,,,,,,1,,,,,,,,,
69,2710905006,กระเจาบ่อยา,วัดราษฎร์,มหานิกาย,ตั้งวัด,2542-11-10,ได้รับ,2550-03-19,,พังตรุ,พนมทวน,กาญจนบุรี,71140,,,,,,,3,,,,,,,,,
70,2160110001,กระเจียว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-01-07,ได้รับ,1906-01-08,,งิ้วราย,เมืองลพบุรี,ลพบุรี,15000,,,,,,,9,,,,,,,,,
71,2250105002,กระแจะ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-14,ได้รับ,2528-10-16,,ท่างาม,เมืองปราจีนบุรี,ปราจีนบุรี,25000,,,,,,,7,,,,,,,,,
72,2170604005,กระโจม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2510-11-15,ได้รับ,2533-02-01,,งิ้วราย,อินทร์บุรี,สิงห์บุรี,16110,,,,,,,5,,,,,,,,,
73,1101904006,กระโจมทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-30,ได้รับ,2549-10-16,,บางพรม,ตลิ่งชัน,กรุงเทพมหานคร,10170,,,,,,,6,,,,,,,,,
74,3620103001,กระโจมทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-27,ไม่ได้รับ,-,,อ่างทอง,เมืองกำแพงเพชร,กำแพงเพชร,62000,,,,,,,3,,,,,,,,,
75,2120201001,กระโจมทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-03-24,ได้รับ,2525-09-03,,วัดชลอ,บางกรวย,นนทบุรี,11130,,,,,,,2,,,,,,,,,
76,2141508002,กระโจมทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-06-02,ได้รับ,2469-04-28,,พิตเพียน,มหาราช,พระนครศรีอยุธยา,13150,,,,,,,2,,,,,,,,,
77,2740307002,กระโจมทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-07,ได้รับ,1906-10-16,,หลักสอง,บ้านแพ้ว,สมุทรสาคร,74120,,,,,,,5,,,,,,,,,
78,2210802002,กระเฉท,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-05,ได้รับ,2537-04-20,,มาบข่า,นิคมพัฒนา,ระยอง,21180,,,,,,,1,,,,,,,,,
79,3640107004,กระชงคาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2521-12-14,ได้รับ,2523-10-10,,บ้านหลุม,เมืองสุโขทัย,สุโขทัย,64000,,,,,,,4,,,,,,,,,
80,4312102004,กระชาย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-09,ไม่ได้รับ,-,,ปราสาท,บ้านด่าน,บุรีรัมย์,31000,,,,,,,9,,,,,,,,,
81,4321012004,กระชาย,วัดราษฎร์,มหานิกาย,ตั้งวัด,2545-06-10,ไม่ได้รับ,-,,ทับทัน,สังขะ,สุรินทร์,32150,,,,,,,3,,,,,,,,,
82,2140410001,กระแชง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-12-28,ได้รับ,1905-12-31,,กระแชง,บางไทร,พระนครศรีอยุธยา,13190,,,,,,,2,,,,,,,,,
83,4330414016,กระแชงพัฒนา,วัดราษฎร์,มหานิกาย,ตั้งวัด,2556-04-30,ไม่ได้รับ,-,,กระแชง,กันทรลักษ์,ศรีสะเกษ,33110,,,,,,,12,,,,,,,,,
84,4330414001,กระแชงใหญ่,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-29,ได้รับ,1906-11-22,,กระแชง,กันทรลักษ์,ศรีสะเกษ,33110,,,,,,,2,,,,,,,,,
85,2740104004,กระซ้าขาว,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-21,ได้รับ,2558-12-04,,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,74000,,,,,,,9,,,,,,,,,
86,4332003001,กระแซง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-01,ได้รับ,2538-12-14,,ตำแย,พยุห์,ศรีสะเกษ,33230,,,,,,,2,,,,,,,,,
87,4361301004,กระดังงา,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-23,ได้รับ,2552-02-11,,คอนสาร,คอนสาร,ชัยภูมิ,36180,,,,,,,4,,,,,,,,,
88,5801501001,กระดังงา,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-12,ได้รับ,2528-07-03,,ขนอม,ขนอม,นครศรีธรรมราช,80210,,,,,,,9,,,,,,,,,
89,2160501004,กระดังงา,วัดราษฎร์,มหานิกาย,ตั้งวัด,2546-07-03,ไม่ได้รับ,-,,ท่าวุ้ง,ท่าวุ้ง,ลพบุรี,15150,,,,,,,2,,,,,,,,,
90,5900202002,กระดังงา,วัดราษฎร์,มหานิกาย,ตั้งวัด,1905-11-21,ได้รับ,2530-08-17,,กระดังงา,สทิงพระ,สงขลา,90190,,,,,,,3,,,,,,,,,
91,2170108004,กระดังงาบุปผาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-15,ได้รับ,2529-09-12,,บางกระบือ,เมืองสิงห์บุรี,สิงห์บุรี,16000,,,,,,,6,,,,,,,,,
92,2260307001,กระดาน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-04-05,ได้รับ,1906-04-10,,พิกุลออก,บ้านนา,นครนายก,26110,,,,,,,1,,,,,,,,,
93,4300907003,กระดาน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-25,ได้รับ,1906-10-14,,บัลลังก์,โนนไทย,นครราชสีมา,30220,,,,,,,6,,,,,,,,,
94,2160802003,กระดานเลื่อน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-20,ไม่ได้รับ,-,,มหาโพธิ,สระโบสถ์,ลพบุรี,15240,,,,,,,5,,,,,,,,,
95,2600406003,กระดานหน้าแกล(กระดานหน้าแตร),วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-03,ได้รับ,2536-11-08,,ห้วยถั่วเหนือ,หนองบัว,นครสวรรค์,60110,,,,,,,3,,,,,,,,,
96,4312101010,กระดึงทอง,วัดราษฎร์,ธรรมยุต,ตั้งวัด,2514-04-23,ได้รับ,1906-11-20,,บ้านด่าน,บ้านด่าน,บุรีรัมย์,31000,,,,,,,2,,,,,,,,,
97,4330908002,กระเดา(บ้านกระเดา),วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-23,ได้รับ,1906-12-06,,ดู่,ราษีไศล,ศรีสะเกษ,33160,,,,,,,5,,,,,,,,,
98,4310118004,กระเดื่อง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2531-12-30,ได้รับ,2558-12-04,,สองห้อง,เมืองบุรีรัมย์,บุรีรัมย์,31000,,,,,,,2,,,,,,,,,
99,2141208003,กระโดงทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-07-27,ได้รับ,2473-11-21,,บ้านโพธิ์,เสนา,พระนครศรีอยุธยา,13110,,,,,,,7,,,,,,,,,
100,4300104004,กระโดน,วัดราษฎร์,มหานิกาย,ตั้งวัด,2446-03-01,ได้รับ,2538-01-13,,โคกสูง,เมืองนครราชสีมา,นครราชสีมา,30310,,,,,,,8,,,,,,,,,
101,4320910005,กระโดนค้อ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-19,ได้รับ,2565-02-25,//,ช่างปี่,ศีขรภูมิ,สุรินทร์,32110,,,,,,,5,,,,,,,,,
102,68131180001,กระโดนพัฒนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2568-04-18,ไม่ได้รับ,-,//,เมืองยาง,ชำนิ,บุรีรัมย์,31110,,,,,กระโดน,,5,,,,,,,,,
103,4310307001,กระโดนไม้แดง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2530-01-30,ไม่ได้รับ,-,,ชุมแสง,กระสัง,บุรีรัมย์,31160,,,,,,,3,,,,,,,,,
104,4440710007,กระต่าย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-16,ไม่ได้รับ,-,,สันป่าตอง,นาเชือก,มหาสารคาม,44170,,,,,,,5,,,,,,,,,
105,4330705004,กระต่ายด่อน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-17,ได้รับ,2518-12-30,,สมอ,ปรางค์กู่,ศรีสะเกษ,33170,,,,,,,5,,,,,,,,,
106,2710504002,กระต่ายเต้น,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-20,ได้รับ,2550-05-29,,ท่าไม้,ท่ามะกา,กาญจนบุรี,71120,,,,,,,2,,,,,,,,,
107,4331008009,กระต่ำพัฒนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2559-10-21,ไม่ได้รับ,-,,ขะยูง,อุทุมพรพิสัย,ศรีสะเกษ,33120,,,,,,,10,,,,,,,,,
108,66133120001,กระเต็ล,วัดราษฎร์,มหานิกาย,ตั้งวัด,2566-02-28,ไม่ได้รับ,-,//,ผักไหม,ห้วยทับทัน,ศรีสะเกษ,33210,,,,,กระเต็ล,,11,,,,,,,,,
109,4301301007,กระโตน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-19,ได้รับ,2548-05-20,,ประทาย,ประทาย,นครราชสีมา,30180,,,,,,,3,,,,,,,,,
110,4300403007,กระถิน,วัดราษฎร์,มหานิกาย,ตั้งวัด,2541-12-14,ไม่ได้รับ,-,,เทพาลัย,คง,นครราชสีมา,30260,,,,,,,5,,,,,,,,,
111,2190303003,กระทงลอย,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-13,ได้รับ,2517-10-20,,คชสิทธิ์,หนองแค,สระบุรี,18250,,,,,,,4,,,,,,,,,
112,4320605011,กระทมวนาราม,วัดราษฎร์,มหานิกาย,ตั้งวัด,2561-03-20,ไม่ได้รับ,-,,ด่าน,กาบเชิง,สุรินทร์,32210,,,,,,,4,,,,,,,,,
113,4300105003,กระทอน,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-05-03,ได้รับ,1906-11-19,,มะเริง,เมืองนครราชสีมา,นครราชสีมา,30000,,,,,,,8,,,,,,,,,
114,4320206004,กระทะ,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-17,ไม่ได้รับ,-,,เมืองบัว,ชุมพลบุรี,สุรินทร์,32190,,,,,,,10,,,,,,,,,
115,4311013003,กระทิง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-08,ได้รับ,2543-10-22,,หินโคน,ลำปลายมาศ,บุรีรัมย์,31130,,,,,,,1,,,,,,,,,
116,4330801002,กระทิง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-14,ได้รับ,2538-12-14,,สิ,ขุนหาญ,ศรีสะเกษ,33150,,,,,,,2,,,,,,,,,
117,2220701005,กระทิงทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2541-08-10,ไม่ได้รับ,-,,ปะตง,สอยดาว,จันทบุรี,22180,,,,,,,4,,,,,,,,,
118,2240515001,กระทุ่ม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-08-16,ได้รับ,2538-04-17,,สนามจันทร์,บ้านโพธิ์,ฉะเชิงเทรา,24140,,,,,,,1,,,,,,,,,
119,4312201002,กระทุ่ม,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-10-18,ไม่ได้รับ,-,,แคนดง,แคนดง,บุรีรัมย์,31150,,,,,,,8,,,,,,,,,
120,2670510002,กระทุ่มทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,2552-10-26,ได้รับ,2566-08-22,//,ซับสมบูรณ์,วิเชียรบุรี,เพชรบูรณ์,67180,,,,,,,5,,,บันทึกข้อมูลพระราชทานวิสุงคามสีมา งวดที่ 1 ประจำปี 2566,,,,,,
121,2720408003,กระทุ่มทอง,วัดราษฎร์,มหานิกาย,ตั้งวัด,1906-09-29,ได้รับ,1906-11-12,,องครักษ์,บางปลาม้า,สุพรรณบุรี,72150,,,,,,,4,,,,,,,,,
